nom;description;frequence_maj;derniere_maj;echelle_spatiale;url_informations;url_telechargement;format_telechargement;besoin_decoupe;licence;source;notes;taille
limites_com;Limites de communes;Trimestriel;02.05.2025;EMS;https://data.strasbourg.eu/explore/dataset/limites_de_communes/information/?disjunctive.nom;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/limites_de_communes/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Ne pas utiliser : « vides » entre les limites de certaines communes, problème dans le magnétisme. Prendre l’EMS dans la BD Topo de l’IGN.;1,1 mb
velhop_gbfs;Flux GBFS – Localisation et occupation des stations de vélos en libre-service VELHOP ;Temps réel;-;EMS;https://data.strasbourg.eu/explore/dataset/stations-velhop/information/?location=12,48.67861,7.81214&basemap=71944e;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/velhop_gbfs/exports/json?lang=fr&timezone=Europe%2FBerlin;json contenant des flux gbfs;non;etalab-2.0;data.strasbourg.eu;;1 kb
park_tps_reel;Occupation en temps réel des parkings ;Temps réel (3 minutes);-;EMS;https://data.strasbourg.eu/explore/dataset/occupation-parkings-temps-reel/information/?disjunctive.etat_descriptif&disjunctive.nom_parking;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/occupation-parkings-temps-reel/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : points.;11,3 kb
park_ems;'Parkings sur le territoire de l''Eurométropole ';Non précisé;16.11.2018;EMS;https://data.strasbourg.eu/explore/dataset/parkings/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/parkings/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : Points.;56,1 kb
part_vehi_fai_emi;'Part des véhicules à faibles émissions dans le renouvellement d''un parc ';Non précisé;14.03.2025;EMS;https://data.strasbourg.eu/explore/dataset/vehicules_faible_emission_ville_et_eurometropole_de_strasbourg/information/?disjunctive.annee&disjunctive.nom&sort=nom;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/vehicules_faible_emission_ville_et_eurometropole_de_strasbourg/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv;non;etalab-2.0;data.strasbourg.eu;.csv sans données spatiales;2,7 kb
donnees_ponts;Programme National Ponts – Données publiques;Aucune;15.11.2024;France;https://www.data.gouv.fr/fr/datasets/programme-national-ponts-donnees-publiques/#/resources;https://www.data.gouv.fr/fr/datasets/r/db93fbe6-6c1b-4f0d-9795-f022dfe1d4bf;csv;oui;etalab-2.0;data.gouv.fr;Ne pas utiliser : pas de ponts dans l’EMS. Est un .csv : utiliser les champs X et Y pour géoréférencer en 2154. Délimiteur : point-virgule;21,5 mb
ref_voies;Référentiel des voies;Non précisé (continue ?);-;EMS;https://data.strasbourg.eu/explore/dataset/referentiel-des-voies/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/referentiel-des-voies/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : linéaires et points. Quelques infos sur les routes, semble moins complet que la BD Topo;7,5 mb
sirac_tmp_reel;SIRAC - flux trafic en temps réel ;Temps réel (3 minutes);-;EMS;https://data.strasbourg.eu/explore/dataset/sirac_flux_trafic/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/sirac_flux_trafic/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : linéaires. Contient des infos en temps réel sur les routes concernées.;215,3 kb
sirac_tronc_traf;SIRAC - Tronçons trafic ;Non précisé;08.01.2025;EMS;https://data.strasbourg.eu/explore/dataset/arcfeature_sirac/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/arcfeature_sirac/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : linéaires. Ne contient que la géométrie des routes et leur nom. D’après https://www.strasbourg.eu/gestion-du-trafic-et-informations-aux-usagers : «  Sur les 33 communes de l’EMS, c’est le SIRAC qui gère les feux de signalisation pour fluidifier autant que possible le trafic strasbourgeois. Tous les carrefours sont centralisés, référencés et pilotés à distance.  »;
arret_velo;Stationnement vélo;Annuelle;31.12.2024;EMS;https://data.strasbourg.eu/explore/dataset/stationnement-velo/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/stationnement-velo/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : linéaires, avec le nombre d’arceaux pour vélos.;1,55 mb
stations_tram;Stations de tram;Non précisé;08.04.2022;EMS;https://data.strasbourg.eu/explore/dataset/stations_tram/information/?disjunctive.texte&disjunctive.ligne_s&sort=texte;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/stations_tram/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : points;19,4 kb
traf_tmp_reel;Trafic routier en temps réel;Temps réel;-;EMS;https://avatar.cerema.fr/territoires/?scope=operators&area=Eurom%C3%A9tropole%20de%20Strasbourg&agg_type=MS&ref_day=2024-01-01;non_precise;cerema;;;;;
citiz_gbfs;Véhicules en libre-service / autopartage Citiz - flux gbfs ;Temps réel;-;EMS;https://data.strasbourg.eu/explore/dataset/autopartage_gbfs/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/autopartage_gbfs/exports/json?lang=fr&timezone=Europe%2FBerlin;json contenant des flux gbfs;non;etalab-2.0;data.strasbourg.eu;;1 kb
zfe_m_excep;ZFE-m - Voies exceptionnelles ;Non précisé;04.08.2022;EMS;https://data.strasbourg.eu/explore/dataset/zfe_voie_exception/information/?location=11,48.58388,7.66056&basemap=71944e;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/zfe_voie_exception/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;oui;etalab-2.0;data.strasbourg.eu;Géométrie : linéaires. Voies de contournement où les vignettes Crit’Air ne sont pas obligatoires;320 kb
zfe_m;Zone à Faibles Emissions-mobilité;Non précisé;16.12.2024;Strasbourg;https://data.strasbourg.eu/explore/dataset/zfe_emprise/information/?disjunctive.date_debut;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/zfe_emprise/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : polygones. Liste le niveau minimum des vignettes Crit’Air pour circuler dans l’EMS, avec les dates d’applications des restrictions (de 2023 à 2028) selon les zones;284 kb
zones_stationnement_payant;Zones de stationnement payant ;Non précisé;08.08.2024;Strasbourg;https://data.strasbourg.eu/explore/dataset/stationnement-payant/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/stationnement-payant/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : Polygon. Représente les stationnements payants (centre-ville);68,4 kb
park_resi;Zones de stationnement résidant ;Non précisé;08.08.2024;Strasbourg;https://data.strasbourg.eu/explore/dataset/stationnement_residant/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/stationnement_residant/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Géométrie : polygones. D’après https://www.strasbourg.eu/stationnement-residant : «  Les habitants et habitantes de la zone de stationnement payant peuvent demander à bénéficier gratuitement d’un titre de résidant. Ce titre de résidant permet de prétendre aux différents abonnements et forfaits de stationnement en voirie ou en parking en ouvrage. Des solutions détaillées ci-dessous. »;46 kb
pts_3d_2021;Nuage de points 3D – Millésime 2021;Aucune;25.01.2022;EMS;https://data.strasbourg.eu/explore/dataset/nuage_de_points_3d_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/nuage_de_points_3d_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;Le .csv contient 2 colonnes ‘url_E57’ et ‘url_LAZ’ menant chacunes vers ~1500 zip;Non téléchargé. 335,6 gb pour les .zip
mnt_2021;Raster d’élévation SOL (MNT) – Millésime 2021;Aucune;25.01.2022;EMS;https://data.strasbourg.eu/explore/dataset/raster_elevation_sol_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/raster_elevation_sol_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;Le .csv contient 2 colonnes ‘url_ASCII’ et ‘url_TIF’, avec chacunes ~1500 zip contenant des fichiers .tif, .tfw et .asc. Un des fichiers .zip est corrumpu et ne peut être extrait.;20,2 gb (après extraction)
mnt_2021_vrt;Raster d’élévation SOL (MNT) – Millésime 2021 – Raster Virtuel en .vrt;Aucune;25.01.2022;EMS;https://data.strasbourg.eu/explore/dataset/raster_elevation_sol_2021/information/;https://3d.strasbourg.eu/DATA/LIDAR_2021/MNT/TIF/Lidar21_MNT_Raster_Elevation_VRT.zip;.csv contenant un .vrt et un .ovr;non;etalab-2.0;data.strasbourg.eu;Ne pas utiliser : le .ovr n’est utile que dans un SIG pour afficher des versions réduites du raster à différentes échelles;7,9 gb (après extraction)
bati_h_2021;Raster de hauteur des bâtiments – Millésime 2021;Aucune;25.01.2022;EMS;https://data.strasbourg.eu/explore/dataset/raster_hauteur_bati_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/raster_hauteur_bati_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;3 liens hors-ligne. Le .csv contient une colonne ‘url_TIF’ menant au téléchargement de ~1500 .zip contenant eux mêmes des .tif. Idéalement, ne pas créer de sous-dossier lors de l’extraction des .tif;11,6 gb (après extraction)
semi_alti_2021;Semis altimétrique (grille régulière) – Millésime 2021 ;Aucune;19.04.2022;EMS;https://data.strasbourg.eu/explore/dataset/grille_reguliere_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/grille_reguliere_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;Le .csv contient une colonne ‘url_GRILLE’, qui mène au téléchargement de ~1500 .zip contenant chacun un dossier avec un .shp;3,17 gb (après extraction)
ponts_2021;Raster ponts – Millésime 2021;Aucune;19.04.2022;EMS;https://data.strasbourg.eu/explore/dataset/raster_ponts_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/raster_ponts_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;Le .csv contient une colonne ‘url_TIFPONT’, qui mène au téléchargement de ~1500 .zip contenant eux mêmes des .tif. Idéalement, ne pas créer de sous-dossier lors de l’extraction des .tif;11,6 gb (après extraction)
vege_h_2021;Raster de hauteur de la végétation – Millésime 2021 ;Aucune;25.01.2022;EMS;https://data.strasbourg.eu/explore/dataset/raster_hauteur_veget_2021/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/raster_hauteur_veget_2021/exports/csv?lang=fr&timezone=Europe%2FBerlin&use_labels=true&delimiter=%3B;csv contenant des liens;non;etalab-2.0;data.strasbourg.eu;Le .csv contient une colonne ‘url_TIF’, qui mène au téléchargement de ~1500 .zip contenant eux mêmes des .tif. Idéalement, ne pas créer de sous-dossier lors de l’extraction des .tif;11,6 gb (après extraction)
routes_bd_topo;Tronçons de routes issues du .shp du même nom;3 mois;15.03.2025;France;https://geoservices.ign.fr/bdtopo;https://data.geopf.fr/telechargement/download/BDTOPO/BDTOPO_3-4_TOUSTHEMES_SHP_LAMB93_D067_2025-03-15/BDTOPO_3-4_TOUSTHEMES_SHP_LAMB93_D067_2025-03-15.7z;7zip contenant plusieurs shp;oui;etalab-2.0;data.strasbourg.eu;4,74 gb (après extraction);
insee_carreaux_sans_donnees;Grille de carreaux (sans données);Aucune;23.03.2022;France;https://www.insee.fr/fr/statistiques/6214726?sommaire=6215217;https://www.insee.fr/fr/statistiques/fichier/6214726/grille200m_gpkg.zip;zip contenant plusieurs gpkg;oui;etalab-2.0;insee;Le .zip contient 3 .7z, contenant eux-mêmes des .gpkg. Contient une liste de carreaux sans valeurs, à découper sur l’EMS;3,5 gb
insee_filosofi_2019_nat;Revenus, pauvreté et niveau de vie en 2019 - Données carroyées – Filosofi – Données au niveau naturel;Aucune;12.10.2023;France;https://www.insee.fr/fr/statistiques/7655503?sommaire=7655515;https://www.insee.fr/fr/statistiques/fichier/7655503/Filosofi2019_carreaux_nivNaturel_gpkg.zip;zip contenant plusieurs gpkg;oui;etalab-2.0;insee;;
insee_filosofi_2019_200m;Revenus, pauvreté et niveau de vie en 2019 - Données carroyées – Filosofi – Données au carreau de 200m;Aucune;12.10.2023;France;https://www.insee.fr/fr/statistiques/7655475?sommaire=7655515;https://www.insee.fr/fr/statistiques/fichier/7655475/Filosofi2019_carreaux_200m_gpkg.zip;zip contenant un 7z contenant plusieurs gpkg;oui;etalab-2.0;insee;Géométrie : Polygon. Contient les données sur le recensement de la pop. A utiliser si l’INSEE se décide à proposer de nouveau Filosofi au carroyage 200m²;1 gb
insee_filosofi_2019_1km;Revenus, pauvreté et niveau de vie en 2019 - Données carroyées – Filosofi – Données au carreau de 1km;Aucune;12.10.2023;France;https://www.insee.fr/fr/statistiques/7655464?sommaire=7655515;https://www.insee.fr/fr/statistiques/fichier/7655464/Filosofi2019_carreaux_1km_gpkg.zip;zip contenant plusieurs gpkg;oui;etalab-2.0;insee;;
insee_pop_2021_1km;Recensement de la population en 2021 – Données carroyées à 1km;Aucune;17.10.2024;France;https://www.insee.fr/fr/statistiques/8272002;https://www.insee.fr/fr/statistiques/fichier/8272002/rp2021_carreaux_1km_gpkg.zip;zip contenant un gpkg;oui;etalab-2.0;insee;;
insee_bpe_2023;Base permanente des équipements - Dénombrement et géolocalisation des équipements en 2023 (commerce, services, sport, santé...) ;Aucune;14.05.2025;France;https://www.insee.fr/fr/statistiques/8217535?sommaire=8217537;https://www.insee.fr/fr/statistiques/fichier/8217525/BPE23.zip;zip contenant un csv;oui;etalab-2.0;insee;Géoréférencer selon les colonnes « LAMBERT_X » et « LAMBERT_Y » (en 21154);1,1 gb (après extraction)
sirene_stock_doublons;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - Depuis le 1er Mai 2024, un nouveau fichier mensuel stockDoublons est proposé, il se compose de la liste des siren et de leurs doublons avec la date de dernier traitement toujours en format CSV.;Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/d8c31348-8630-4918-b6d1-5dd689b05f29;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;;
sirene_stock_ul;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - le fichier stock des unités légales (unités légales actives et cessées dans leur état courant au répertoire) ;Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/825f4199-cadd-486c-ac46-a65a8ea1a047;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;;
sirene_stock_eh;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - le fichier stock des valeurs historisées des unités légales;Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/0835cd60-2c2a-497b-bc64-404de704ce89;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;;
sirene_stock_e;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - le fichier stock des établissements (établissements actifs et fermés dans leur état courant au répertoire);Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/0651fb76-bcf3-4f6a-a38d-bc04fa708576;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;Ne pas utiliser : trop volumineux pour être modifier de manière pratique. Utiliser https://www.sirene.fr/sirene/client/modification-fichier.action pour obtenir la même liste uniquement pour l’EMS. Utiliser l’API  champs coordonneeLamcoordonneeLambertAbscisseEtablissement et coordonneeLambertAbscisseEtablOrdonnee pour géoréférencer en 2154;8,4 gb (après extraction)
sirene_stock_ulh;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - le fichier stock des valeurs historisées des établissements;Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/88fbb6b4-0320-443e-b739-b4376a012c32;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;;
sirene_stock_els;Base Sirene des entreprises et de leurs établissements (SIREN, SIRET) - le fichier stock des liens de succession des établissements;Non précisé;13.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/;https://www.data.gouv.fr/fr/datasets/r/9c4d5d9c-4bbb-4b9c-837a-6155cb589e26;zip contenant un csv;oui;etalab-2.0;data.strasbourg.eu;;
lieux_covoiturage;Base Nationale des Lieux de Covoiturage;Non précisé;09.05.2025;France;https://www.data.gouv.fr/fr/datasets/base-nationale-des-lieux-de-covoiturage/;https://www.data.gouv.fr/fr/datasets/r/4fd78dee-e122-4c0d-8bf6-ff55d79f3af1;csv;oui;odbl;data.strasbourg.eu;Est un .csv : utiliser les champs Xlong et Ylat pour géoréférencer en 4326;1,9 mb
ems_arbres;Patrimoine arboré;Mensuel;02.05.2025;EMS;https://data.strasbourg.eu/explore/dataset/patrimoine_arbore/information/?disjunctive.genre&sort=genre;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/patrimoine_arbore/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;oui;etalab-2.0;data.strasbourg.eu;Géométrie : points. Quelques données dépassent de l’EMS : à découper;25,1 mb
ems_pts_verts;Partrimoine arboré : points verts;Mensuel;02.05.2025;EMS;https://data.strasbourg.eu/explore/dataset/patrimoine_arbore_point_vert/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/patrimoine_arbore_point_vert/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;oui;etalab-2.0;data.strasbourg.eu;Géométrie : polygones. Quelques données dépassent de l’EMS : à découper;4,4 mb
ems_bruit;Lien vers différentes carte de bruits dans l’EMS;;;;https://data.strasbourg.eu/explore/dataset/bruit_mashup/custom/?disjunctive.type_carte&disjunctive.source_sonore;;;;;;;
bd_topo;EPCI extraites du .shp du même nom;3 mois;15.03.2025;France;https://geoservices.ign.fr/bdtopo;https://data.geopf.fr/telechargement/download/BDTOPO/BDTOPO_3-4_TOUSTHEMES_SHP_LAMB93_D067_2025-03-15/BDTOPO_3-4_TOUSTHEMES_SHP_LAMB93_D067_2025-03-15.7z;7zip contenant plusieurs shp;oui;etalab-2.0;ign;Utilisée pour récupérer les routes et l’emprise des bâtiments;4,74 gb
parcs_ems;Parcs de l’EMS;Non précisé;12.12.2018;EMS;https://data.strasbourg.eu/explore/dataset/lieux_parcs/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/lieux_parcs/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;data.strasbourg.eu;Ne pas utiliser : est une couche de points, ne représente pas la surface des parcs;24,2 kb
insee_iris;'Coédition INSEE et IGN, Contours... IRIS® est un fond numérisé des îlots Iris définis par l''INSEE pour les besoins des recensements sur l''ensemble des communes de plus de 10 000 habitants et la plupart des communes de 5 000 à 10 000 habitants.';Annuel;01.01.2025;France;https://geoservices.ign.fr/contoursiris;https://data.geopf.fr/telechargement/download/CONTOURS-IRIS/CONTOURS-IRIS_2-1__SHP__FRA_2021-01-01/CONTOURS-IRIS_2-1__SHP__FRA_2021-01-01.7z;7zip contenant un .shp;oui;etalab-2.0;ign;Le nombre IRIS est composé de 9 caractères, les 5 premiers étant le n° INSEE de la commune, les 4 suivants représentent les « micro quartiers » homogène de la communes de 2000 habitants ou plus. Code ‘H’ : habitat. Code ‘A’ : Activité (emplois). Code ‘D’ : Divers. Code ‘Z’ : communes non découpées en IRIS.;6,03 mb
